genres,keywords,production_companies,tagline,title,cast,director
Romance Drama,poem river sadness fight love of one's life,"[{""name"": ""New Line Cinema"", ""id"": 12}]",Behind every great love is a great story.,The Notebook,Rachel McAdams Ryan Gosling Gena Rowlands James Garner Sam Shepard,Nick Cassavetes
Comedy Romance,lovesickness newspaper bar sister sister relationship new love,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]",She's about to find the perfect fit.,27 Dresses,Katherine Heigl James Marsden Malin \u00c5kerman Judy Greer Edward Burns,Anne Fletcher
Comedy Drama Family Music Romance,double life pop star musical tennessee teenage girl,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""It's a Laugh Productions"", ""id"": 3812}, {""name"": ""Millar Gough Ink"", ""id"": 20356}]",She has the best of both worlds...now she has to choose just one.,Hannah Montana: The Movie,Miley Cyrus Billy Ray Cyrus Emily Osment Jason Earles Taylor Swift,Peter Chelsom
Adventure Animation Comedy Family,paris invention,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Nickelodeon Movies"", ""id"": 2348}, {""name"": ""Paramount Animation"", ""id"": 24955}]",Ooo la la! Paris will never be the same!,Rugrats in Paris: The Movie,E.G. Daily Susan Sarandon John Lithgow Tara Strong Cheryl Chase,Stig Bergqvist
Drama Romance,american football trainer twin sister suppressed past psychiatrist,"[{""name"": ""Columbia Pictures"", ""id"": 5}]","A story about the memories that haunt us, and the truth that sets us free.",The Prince of Tides,Nick Nolte Barbra Streisand Blythe Danner Kate Nelligan Jeroen Krabb\u00e9,Barbra Streisand
Adventure Drama Romance War,brother brother relationship montana based on novel world war i journey round the world,"[{""name"": ""Bedford Falls Productions"", ""id"": 348}, {""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Pangaea"", ""id"": 1656}]",After the Fall from Innocence the Legend begins.,Legends of the Fall,Brad Pitt Anthony Hopkins Aidan Quinn Julia Ormond Henry Thomas,Edward Zwick
Drama Romance,suitcase business omaha on the road downsizing,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Rickshaw Productions"", ""id"": 2201}, {""name"": ""Cold Spring Pictures"", ""id"": 2363}, {""name"": ""Montecito Picture Company, The"", ""id"": 4607}, {""name"": ""DW Studios"", ""id"": 10261}, {""name"": ""Right of Way Films"", ""id"": 32157}]",The story of a man ready to make a connection.,Up in the Air,George Clooney Vera Farmiga Anna Kendrick Jason Bateman Melanie Lynskey,Jason Reitman
Drama Comedy,wife husband relationship channel surfing mullet spiritual journey life changing,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Avery Pix"", ""id"": 1565}]",Schmidt Happens,About Schmidt,Jack Nicholson Kathy Bates Hope Davis Dermot Mulroney June Squibb,Alexander Payne
Horror Comedy Romance,post-apocalyptic dystopia zombie zombie apocalypse interspecies romance,"[{""name"": ""Summit Entertainment"", ""id"": 491}]",Cold body. Warm heart.,Warm Bodies,Nicholas Hoult Teresa Palmer Analeigh Tipton Rob Corddry Dave Franco,Jonathan Levine
Action Thriller Science Fiction,suicide assassin drug addiction future time travel,"[{""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""FilmDistrict"", ""id"": 7263}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ram Bergman Productions"", ""id"": 11092}]","Hunted By Your Future, Haunted By Your Past",Looper,Joseph Gordon-Levitt Bruce Willis Emily Blunt Paul Dano Noah Segan,Rian Johnson
Fantasy Comedy Science Fiction Romance, ,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Alphaville Films"", ""id"": 11462}]", ,Down to Earth,Chris Rock Regina King Chazz Palminteri Eugene Levy Frankie Faison,Chris Weitz
Fantasy Drama Comedy Family,sheep pig affection piglet heroism,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Kennedy Miller Productions"", ""id"": 2537}]",A little pig goes a long way.,Babe,Christine Cavanaugh Miriam Margolyes Danny Mann Hugo Weaving Miriam Flynn,Chris Noonan
Drama Comedy Romance,renewing wedding vows marriage counselling,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Management 360"", ""id"": 4220}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","Sometimes to keep the magic, you need to learn a few tricks.",Hope Springs,Meryl Streep Steve Carell Tommy Lee Jones Jean Smart Marin Ireland,David Frankel
Comedy Romance Drama,hawaii one-night stand beauty,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Apatow Productions"", ""id"": 10105}]","You lose some, you get some.",Forgetting Sarah Marshall,Jason Segel Kristen Bell Mila Kunis Russell Brand Bill Hader,Nicholas Stoller
Action Crime,brother brother relationship robbery arbitrary law adoptive mother revenge,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}]",They came home to bury mom... and her killer,Four Brothers,Mark Wahlberg Tyrese Gibson Andr\u00e9 Benjamin Garrett Hedlund Terrence Howard,John Singleton
Comedy,pregnancy and birth surrogate mother,"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Michaels-Goldwyn"", ""id"": 58553}]",Would you put your eggs...in this basket?,Baby Mama,Tina Fey Amy Poehler Dax Shepard Sigourney Weaver Greg Kinnear,Michael McCullers
Drama Romance,texas telegram despair leaving one's family funeral,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Fortis Films"", ""id"": 4258}]","When life fell apart, love fell into place.",Hope Floats,Sandra Bullock Harry Connick Jr. Gena Rowlands Mae Whitman Michael Par\u00e9,Forest Whitaker
Comedy,bride friendship engagement rivalry wedding,"[{""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Sunrise Entertainment (II)"", ""id"": 26670}, {""name"": ""Biride Productions"", ""id"": 26671}]",May the best bride win,Bride Wars,Anne Hathaway Kate Hudson Bryan Greenberg Chris Pratt Steve Howey,Gary Winick
Action Adventure Comedy Thriller,death of a friend treasure hunt,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""De Line Pictures"", ""id"": 2609}]","The call of the wild, the thrill of adventure. The mistake of a lifetime.",Without a Paddle,Seth Green Matthew Lillard Dax Shepard Antony Starr Andrew Hampton,Steven Brill
Comedy Fantasy Romance,new york photographer editor-in-chief wish michael jackson,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Thirteen Productions"", ""id"": 19636}]","For some, 13 feels like it was just yesterday. For Jenna, it was.",13 Going on 30,Jennifer Garner Mark Ruffalo Judy Greer Andy Serkis Kathy Baker,Gary Winick
Fantasy Comedy Romance,paris painter detective based on novel screenwriter,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Televisi\u00f3 de Catalunya (TV3)"", ""id"": 8530}, {""name"": ""Vers\u00e1til Cinema"", ""id"": 8531}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Pontchartrain Productions"", ""id"": 24785}]", ,Midnight in Paris,Owen Wilson Rachel McAdams Kurt Fuller Mimi Kennedy Michael Sheen,Woody Allen
Animation Comedy Family Adventure,squirrel 3d,"[{""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Gulfstream Pictures"", ""id"": 20788}, {""name"": ""Red Rover International"", ""id"": 20789}, {""name"": ""ToonBox Entertainment"", ""id"": 20790}]",Let's Get Nuts!,The Nut Job,Will Arnett Katherine Heigl Brendan Fraser Liam Neeson Stephen Lang,Peter Lepeniotis
Crime Drama,1970s war on drugs drug addiction drug traffic drug smuggle,"[{""name"": ""New Line Cinema"", ""id"": 12}]",Based on a True Story.,Blow,Johnny Depp Pen\u00e9lope Cruz Ethan Suplee Ray Liotta Franka Potente,Ted Demme
Romance Drama,sailboat anonymous letter sailing love letter bottle,"[{""name"": ""Bel Air Entertainment"", ""id"": 788}, {""name"": ""DiNovi Pictures"", ""id"": 813}, {""name"": ""Tiger Productions"", ""id"": 18093}]",A story of love lost and found.,Message in a Bottle,Kevin Costner Robin Wright Paul Newman John Savage Illeana Douglas,Luis Mandoki
Science Fiction Action Adventure Thriller,federation starfleet uss enterprise-a sha-ka-ree loss of brother,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",Adventure and imagination will meet at the final frontier.,Star Trek V: The Final Frontier,William Shatner Leonard Nimoy DeForest Kelley James Doohan George Takei,William Shatner
Comedy Drama Family Fantasy,bet lightning sports team sport basketball,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""NBA Entertainment"", ""id"": 4396}, {""name"": ""Heller Highwater Productions"", ""id"": 11015}, {""name"": ""Like Mike Productions"", ""id"": 11016}]","Think like Mike, Achieve like Mike, Be Like Mike.",Like Mike,Shad Moss Morris Chestnut Jonathan Lipnicki Brenda Song Jesse Plemons,John Schultz
Comedy Crime,undercover spoof state prison,"[{""name"": ""Paramount Pictures"", ""id"": 4}]","A Mad Bomber is on the Loose, and If Anyone Can Stop Him....So Can Frank!",The Naked Gun 33⅓: The Final Insult,Leslie Nielsen Priscilla Presley George Kennedy O.J. Simpson Fred Ward,Peter Segal
Adventure Action Thriller,paris london england france england san francisco,"[{""name"": ""Eon Productions"", ""id"": 7576}]",Has James Bond finally met his match?,A View to a Kill,Roger Moore Christopher Walken Tanya Roberts Grace Jones Patrick Macnee,John Glen
Adventure Animation Comedy Family,competition garden vegetable stop motion animation,"[{""name"": ""Aardman Animations"", ""id"": 297}, {""name"": ""DreamWorks Animation"", ""id"": 521}]",Something bunny is going on...,The Curse of the Were-Rabbit,Peter Sallis Helena Bonham Carter Ralph Fiennes Nicholas Smith Liz Smith,Nick Park
Drama Romance,job-hopping irland shoe seller letter dying and death,"[{""name"": ""Wendy Finerman Productions"", ""id"": 412}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Grosvenor Park Productions"", ""id"": 17449}]","His life ended. Now, a new one will begin.",P.S. I Love You,Hilary Swank Gerard Butler Lisa Kudrow Harry Connick Jr. Gina Gershon,Richard LaGravenese
Comedy,love of animals horse identity crisis farm zebra,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}]",Cheer 'til you're horse!,Racing Stripes,Frankie Muniz Mandy Moore Hayden Panettiere Bruce Greenwood Wendie Malick,Frederik Du Chau
Drama Romance,based on novel sister sister relationship flirt loss of sister new love,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Studio Canal"", ""id"": 5870}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Working Title Films"", ""id"": 10163}]",Torn apart by betrayal. Separated by war. Bound by love.,Atonement,Keira Knightley James McAvoy Romola Garai Saoirse Ronan Brenda Blethyn,Joe Wright
Comedy Drama Romance,italy letter romantic comedy american abroad boyfriend girlfriend,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Applehead Pictures"", ""id"": 28048}]",What if you had a second chance to find true love?,Letters to Juliet,Amanda Seyfried Christopher Egan Gael Garc\u00eda Bernal Vanessa Redgrave Franco Nero,Gary Winick
Action Thriller Crime,japan yakuza japanese mafia,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Pegasus Film Partners"", ""id"": 1561}, {""name"": ""Jaffe-Lansing"", ""id"": 14361}]",Their country. Their laws. Their game. His rules.,Black Rain,Michael Douglas Andy Garc\u00eda Kate Capshaw Shigeru K\u00f4yama John Spencer,Ridley Scott
Comedy,duringcreditsstinger,"[{""name"": ""Wessler Entertainment"", ""id"": 8890}]",Just Say Moe.,The Three Stooges,Sean Hayes Will Sasso Chris Diamantopoulos Jane Lynch Sof\u00eda Vergara,Bobby Farrelly
Romance Fantasy Animation Music,shyness england cheating old town grave,"[{""name"": ""Tim Burton Animation Company"", ""id"": 1514}, {""name"": ""Will Vinton Studios"", ""id"": 1515}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Laika Entertainment"", ""id"": 11537}, {""name"": ""Patalex Productions"", ""id"": 57751}]",There's been a grave misunderstanding.,Corpse Bride,Johnny Depp Helena Bonham Carter Emily Watson Tracey Ullman Paul Whitehouse,Tim Burton
Drama,basketball racial segregation teachers and students,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",The incredible story of the team that changed the game forever.,Glory Road,Josh Lucas Derek Luke Jon Voight Austin Nichols Evan Jones,James Gartner
Action Crime Drama Mystery Thriller,mexico cia smoking texas fbi,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Black Label Media"", ""id"": 33681}]",The border is just another line to cross.,Sicario,Emily Blunt Benicio del Toro Josh Brolin Victor Garber Jon Bernthal,Denis Villeneuve
Action Drama,sport,"[{""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Riche-Ludwig Productions"", ""id"": 28438}]",Believe in Hope.,Southpaw,Jake Gyllenhaal Rachel McAdams Forest Whitaker Oona Laurence 50 Cent,Antoine Fuqua
Horror Thriller,gypsy work gore curse psychologist,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}, {""name"": ""Curse Productions"", ""id"": 11630}]","Christine Brown has a good job, a great boyfriend, and a bright future. But in three days, she's going to hell.",Drag Me to Hell,Alison Lohman Justin Long Lorna Raver Dileep Rao David Paymer,Sam Raimi
Fantasy Drama Romance,san francisco immortality love forever,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Sierra/Affinity"", ""id"": 22107}]",Love is timeless.,The Age of Adaline,Blake Lively Michiel Huisman Harrison Ford Ellen Burstyn Kathy Baker,Lee Toland Krieger
Comedy Drama Family,texas money veteran,"[{""name"": ""New Line Cinema"", ""id"": 12}]", ,Secondhand Lions,Michael Caine Robert Duvall Haley Joel Osment Josh Lucas Kyra Sedgwick,Tim McCanlies
Drama Romance,musical duringcreditsstinger 3d,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",Two Worlds. One Dream.,Step Up 3D,Rick Malambri Adam G. Sevani Joe Slaughter Sharni Vinson Alyson Stoner,Jon M. Chu
Adventure,sea surfer hawaii sport job,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Shutt/Jones Productions"", ""id"": 65082}]","Three Friends, One Passion, No Limits.",Blue Crush,Kate Bosworth Matthew Davis Michelle Rodriguez Sanoe Lake Mika Boorem,John Stockwell
Comedy Drama Fantasy Romance,professor literature love romantic comedy author,"[{""name"": ""Mandate Pictures"", ""id"": 771}, {""name"": ""Three Strange Angels"", ""id"": 1973}]",Harold Crick isn't ready to go. Period.,Stranger Than Fiction,Will Ferrell Maggie Gyllenhaal Dustin Hoffman Emma Thompson Queen Latifah,Marc Forster
Horror Thriller,sunrise winter vampire marriage crisis alaska,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Dark Horse Entertainment"", ""id"": 552}, {""name"": ""Ghost House Pictures"", ""id"": 768}, {""name"": ""HorrorFlix"", ""id"": 24339}]",They're Coming!,30 Days of Night,Josh Hartnett Melissa George Ben Foster Danny Huston Mark Boone Junior,David Slade
Horror Thriller,cabin plot twist cabin in the woods filmed killing video wall,"[{""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mutant Enemy Productions"", ""id"": 10567}]",If you hear a strange sound outside... have sex,The Cabin in the Woods,Kristen Connolly Chris Hemsworth Anna Hutchison Fran Kranz Jesse Williams,Drew Goddard
Comedy,fight queen penguin black hole men,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","The Bigger the Hit, The Harder They Fall",Meet the Spartans,Sean Maguire Carmen Electra Ken Davitian Kevin Sorbo Diedrich Bader,Jason Friedberg
Adventure Comedy Crime,"crooked lawyer bail jumper mafia accountant stretch limousine manhattan, new york city","[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]",This could be the beginning of a beautiful friendship.,Midnight Run,Robert De Niro Charles Grodin Yaphet Kotto John Ashton Dennis Farina,Martin Brest
Action Science Fiction,prison chase hunting human beings game show dystopia,"[{""name"": ""Keith Barish Productions"", ""id"": 964}, {""name"": ""TAFT Entertainment Pictures"", ""id"": 965}, {""name"": ""HBO"", ""id"": 6068}, {""name"": ""Braveworld Productions"", ""id"": 23005}]",A game nobody survives. But Schwarzenegger has yet to play.,The Running Man,Arnold Schwarzenegger Richard Dawson Mar\u00eda Conchita Alonso Yaphet Kotto Jim Brown,Paul Michael Glaser
